time,open,high,low,close,volume
2023-01-03 07:00:00,70.38,72.45,70.31,72.45,287800
2023-01-04 07:00:00,72.79,72.79,71.76,72.45,225000
2023-01-05 07:00:00,72.45,73.62,72.1,73.55,270100
2023-01-06 07:00:00,73.48,73.76,72.17,72.24,138800
2023-01-09 07:00:00,72.66,72.86,71.76,72.1,153500
2023-01-10 07:00:00,72.1,72.17,71.14,72.17,256300
2023-01-11 07:00:00,72.38,72.73,71.83,71.9,108100
2023-01-12 07:00:00,71.9,72.59,71.9,72.45,236800
2023-01-13 07:00:00,72.17,72.79,72.04,72.1,193100
2023-01-16 07:00:00,72.31,72.31,71.07,71.07,244900
2023-01-17 07:00:00,71.07,72.24,70.72,71.9,290300
2023-01-18 07:00:00,72.38,72.93,71.9,71.97,151800
2023-01-19 07:00:00,72.24,72.38,71.41,72.1,249800
2023-01-27 07:00:00,72.52,76.04,72.52,74.66,535400
2023-01-30 07:00:00,75.21,75.28,73.55,73.55,267500
2023-01-31 07:00:00,73.55,74.17,72.86,73.35,283700
2023-02-01 07:00:00,73.76,76.31,73.14,73.55,732800
2023-02-02 07:00:00,73.83,74.52,73.42,73.83,293900
2023-02-03 07:00:00,73.69,73.83,72.59,72.59,258900
2023-02-06 07:00:00,72.59,73.83,71.9,73.14,242000
2023-02-07 07:00:00,73.62,74.38,72.45,73.35,287400
2023-02-08 07:00:00,73.35,74.52,73.28,74.04,273500
2023-02-09 07:00:00,74.45,75.07,74.04,74.59,314600
2023-02-10 07:00:00,74.59,74.59,73.21,73.21,202400
2023-02-13 07:00:00,73.21,74.38,72.66,73.07,201400
2023-02-14 07:00:00,73.35,73.83,72.86,72.86,108200
2023-02-15 07:00:00,73.14,74.17,72.93,73.9,181700
2023-02-16 07:00:00,73.42,75.14,73.42,74.45,261100
2023-02-17 07:00:00,74.17,74.45,73.62,73.97,186300
2023-02-20 07:00:00,74.04,75.21,74.04,75.21,200100
2023-02-21 07:00:00,74.86,75.55,74.73,74.73,216200
2023-02-22 07:00:00,74.17,75.9,73.76,73.83,240700
2023-02-23 07:00:00,74.24,74.24,72.31,73.0,174700
2023-02-24 07:00:00,73.14,74.17,72.45,73.48,127400
2023-02-27 07:00:00,73.48,73.48,71.07,71.76,245200
2023-02-28 07:00:00,72.45,72.73,71.35,71.41,73500
2023-03-01 07:00:00,71.21,73.07,71.21,72.52,113000
2023-03-02 07:00:00,72.45,73.0,72.17,72.45,115100
2023-03-03 07:00:00,73.07,73.07,70.93,72.1,184400
2023-03-06 07:00:00,72.45,72.79,71.48,71.55,91900
2023-03-07 07:00:00,72.38,72.79,71.69,72.1,203700
2023-03-08 07:00:00,71.62,73.07,71.55,73.07,147800
2023-03-09 07:00:00,72.66,74.45,72.66,73.69,190600
2023-03-10 07:00:00,73.35,74.04,72.79,73.83,229400
2023-03-13 07:00:00,73.83,74.86,73.07,74.59,347000
2023-03-14 07:00:00,73.35,74.52,72.79,74.31,185000
2023-03-15 07:00:00,74.31,74.52,73.55,73.83,196300
2023-03-16 07:00:00,73.83,73.83,71.9,72.17,277700
2023-03-17 07:00:00,72.66,73.28,71.55,71.55,226600
2023-03-20 07:00:00,71.76,72.17,71.0,71.07,189500
2023-03-21 07:00:00,71.21,71.76,70.79,71.21,112000
2023-03-22 07:00:00,71.76,71.76,70.86,71.0,126300
2023-03-23 07:00:00,70.72,71.07,70.38,70.72,146700
2023-03-24 07:00:00,70.79,71.48,70.45,70.66,251400
2023-03-27 07:00:00,70.72,71.14,70.38,70.38,102100
2023-03-28 07:00:00,70.66,71.83,70.66,71.55,270800
2023-03-29 07:00:00,71.55,71.55,70.79,70.93,99300
2023-03-30 07:00:00,71.07,71.69,70.66,70.66,138900
2023-03-31 07:00:00,70.66,71.21,70.24,70.38,246900
2023-04-03 07:00:00,71.48,71.62,70.38,70.72,322100
2023-04-04 07:00:00,71.41,71.41,70.24,70.31,564900
2023-04-05 07:00:00,71.0,71.0,70.24,70.31,217900
2023-04-06 07:00:00,70.86,70.86,69.97,70.03,307100
2023-04-07 07:00:00,69.97,70.31,69.69,69.83,145000
2023-04-10 07:00:00,69.76,70.17,68.65,68.65,467900
2023-04-11 07:00:00,68.65,69.28,68.65,68.93,240000
2023-04-12 07:00:00,69.0,69.76,68.72,68.86,280100
2023-04-13 07:00:00,69.62,69.62,68.79,69.0,181400
2023-04-14 07:00:00,69.48,69.48,67.69,67.69,281200
2023-04-17 07:00:00,67.76,68.03,67.0,67.07,238400
2023-04-18 07:00:00,67.27,67.48,66.72,66.79,220200
2023-04-19 07:00:00,67.27,67.48,65.62,65.96,334400
2023-04-20 07:00:00,66.24,67.27,65.96,66.24,280900
2023-04-21 07:00:00,66.79,66.79,65.69,65.83,414800
2023-04-24 07:00:00,65.89,66.03,64.24,64.24,563800
2023-04-25 07:00:00,64.86,64.86,63.48,63.48,321700
2023-04-26 07:00:00,63.2,65.0,63.2,64.45,336500
2023-04-27 07:00:00,64.58,65.0,63.62,63.62,299000
2023-04-28 07:00:00,64.38,64.38,63.69,64.03,161300
2023-05-04 07:00:00,63.55,64.03,63.2,63.48,204200
2023-05-05 07:00:00,63.48,63.76,63.2,63.41,167600
2023-05-08 07:00:00,63.62,64.24,63.62,64.24,263400
2023-05-09 07:00:00,64.51,65.34,64.51,64.93,276600
2023-05-10 07:00:00,65.27,65.27,64.03,64.31,247500
2023-05-11 07:00:00,64.51,64.72,63.62,63.62,407300
2023-05-12 07:00:00,63.48,64.03,63.48,63.82,263300
2023-05-15 07:00:00,64.17,64.79,63.62,63.62,396300
2023-05-16 07:00:00,64.17,64.31,63.62,63.76,253100
2023-05-17 07:00:00,63.82,64.17,63.34,63.41,291000
2023-05-18 07:00:00,63.48,64.51,63.34,64.17,502900
2023-05-19 07:00:00,64.31,65.89,64.24,65.48,861600
2023-05-22 07:00:00,65.89,65.96,64.86,65.34,359100
2023-05-23 07:00:00,65.48,65.48,64.24,64.31,435400
2023-05-24 07:00:00,64.65,64.65,63.82,63.82,413900
2023-05-25 07:00:00,64.17,65.41,63.82,65.34,611300
2023-05-26 07:00:00,65.83,65.83,64.51,64.65,428800
2023-05-29 07:00:00,64.86,65.14,64.51,64.72,415700
2023-05-30 07:00:00,64.72,64.86,64.03,64.1,586500
2023-05-31 07:00:00,64.03,64.31,64.03,64.03,405400
2023-06-01 07:00:00,64.51,64.51,63.48,63.48,548100
2023-06-02 07:00:00,63.69,64.03,63.48,63.48,574800
2023-06-05 07:00:00,63.89,64.86,63.89,64.86,521600
2023-06-06 07:00:00,65.2,66.1,65.07,65.62,837700
2023-06-07 07:00:00,65.69,65.89,64.72,65.2,706700
2023-06-08 07:00:00,65.55,65.69,64.38,64.58,632000
2023-06-09 07:00:00,64.58,64.93,64.31,64.65,288800
2023-06-12 07:00:00,65.14,65.14,64.1,64.79,490200
2023-06-13 07:00:00,65.07,65.14,64.58,64.86,582100
2023-06-14 07:00:00,64.93,66.03,64.93,65.27,760100
2023-06-15 07:00:00,65.48,67.48,65.34,66.65,1299100
2023-06-16 07:00:00,67.07,67.21,65.89,65.89,589800
2023-06-19 07:00:00,66.03,66.86,65.69,65.69,637900
2023-06-20 07:00:00,65.69,66.58,65.41,66.58,508200
2023-06-21 07:00:00,66.58,66.58,65.76,66.1,483500
2023-06-22 07:00:00,66.1,66.58,65.89,65.96,812800
2023-06-23 07:00:00,66.45,66.45,65.55,65.69,628300
2023-06-26 07:00:00,65.69,66.45,65.62,66.24,942400
2023-06-27 07:00:00,66.72,66.93,66.24,66.45,510600
2023-06-28 07:00:00,66.86,66.86,65.83,65.83,762500
2023-06-29 07:00:00,65.89,66.1,65.27,65.27,710100
2023-06-30 07:00:00,65.27,65.55,64.17,64.17,681400
2023-07-03 07:00:00,64.72,65.2,64.58,64.86,380900
2023-07-04 07:00:00,65.14,65.83,64.93,65.62,498400
2023-07-05 07:00:00,65.76,65.76,65.07,65.07,410400
2023-07-06 07:00:00,65.55,66.58,65.34,65.69,1374300
2023-07-07 07:00:00,66.03,66.65,65.76,66.24,672500
2023-07-10 07:00:00,66.58,67.34,66.52,67.27,1125900
2023-07-11 07:00:00,67.48,67.62,66.93,67.07,719600
2023-07-12 07:00:00,67.34,67.34,66.38,66.58,568500
2023-07-13 07:00:00,66.93,68.72,66.65,68.52,1368300
2023-07-14 07:00:00,68.65,69.34,67.96,68.31,695200
