time,open,high,low,close,volume
2023-01-03 07:00:00,64.32,66.01,64.07,66.01,1496000
2023-01-04 07:00:00,66.17,66.68,66.09,66.68,1089800
2023-01-05 07:00:00,66.68,68.44,66.43,68.28,2469800
2023-01-06 07:00:00,68.11,68.28,66.93,67.1,1269700
2023-01-09 07:00:00,67.18,67.86,66.93,67.86,948300
2023-01-10 07:00:00,68.02,68.53,67.77,68.11,1196000
2023-01-11 07:00:00,68.11,68.61,66.76,66.76,1534700
2023-01-12 07:00:00,67.18,67.44,66.68,67.27,684900
2023-01-13 07:00:00,67.44,68.19,67.35,67.77,1449000
2023-01-16 07:00:00,67.77,67.94,66.76,66.76,654700
2023-01-17 07:00:00,67.44,68.11,66.76,68.02,1671400
2023-01-18 07:00:00,68.02,68.53,67.86,68.36,1297900
2023-01-19 07:00:00,67.94,68.53,67.27,68.36,2627700
2023-01-27 07:00:00,68.44,68.86,66.93,67.27,2331800
2023-01-30 07:00:00,67.27,67.27,66.76,66.76,1614000
2023-01-31 07:00:00,66.59,66.85,64.66,64.83,4817500
2023-02-01 07:00:00,65.33,65.42,64.66,64.91,1810400
2023-02-02 07:00:00,65.08,65.17,64.49,64.49,1494400
2023-02-03 07:00:00,64.74,64.83,63.82,63.9,1855200
2023-02-06 07:00:00,63.82,65.17,63.82,65.08,1910700
2023-02-07 07:00:00,65.25,65.25,63.99,63.99,1274400
2023-02-08 07:00:00,64.07,64.41,63.65,63.74,1550000
2023-02-09 07:00:00,63.74,63.9,63.06,63.06,1593600
2023-02-10 07:00:00,63.06,63.82,63.06,63.82,1236100
2023-02-13 07:00:00,63.82,63.82,62.31,63.32,1569000
2023-02-14 07:00:00,63.32,63.65,62.56,62.81,1073500
2023-02-15 07:00:00,62.81,63.9,62.56,63.9,1443500
2023-02-16 07:00:00,63.9,64.32,63.57,64.32,691300
2023-02-17 07:00:00,63.99,64.24,63.32,63.9,777000
2023-02-20 07:00:00,63.9,65.17,63.48,65.17,1385300
2023-02-21 07:00:00,65.17,65.25,64.49,64.91,888300
2023-02-22 07:00:00,64.16,64.49,63.48,63.48,1295600
2023-02-23 07:00:00,63.48,64.66,62.56,63.65,2327900
2023-02-24 07:00:00,63.65,63.9,62.64,62.81,1681000
2023-02-27 07:00:00,62.81,63.82,62.22,63.23,1112500
2023-02-28 07:00:00,63.48,63.82,63.15,63.48,1034300
2023-03-01 07:00:00,63.15,64.74,63.06,64.66,1635500
2023-03-02 07:00:00,64.66,64.66,63.99,64.32,1088800
