time,open,high,low,close,volume
2023-01-03 07:00:00,69.33,70.31,68.16,68.48,121700
2023-01-04 07:00:00,68.56,70.51,68.48,69.5,116900
2023-01-05 07:00:00,69.7,74.36,69.5,70.59,255300
2023-01-06 07:00:00,71.81,73.99,70.59,73.22,130100
2023-01-09 07:00:00,72.74,73.75,71.24,72.78,46900
2023-01-10 07:00:00,72.82,73.02,71.36,71.36,101200
2023-01-11 07:00:00,72.94,73.71,72.94,73.34,155000
2023-01-12 07:00:00,73.75,73.75,72.53,72.86,30200
2023-01-13 07:00:00,72.86,75.53,72.86,75.33,218100
2023-01-16 07:00:00,76.18,76.95,75.41,76.38,105300
2023-01-17 07:00:00,76.18,76.38,73.87,75.78,88600
2023-01-18 07:00:00,77.8,77.8,75.78,75.78,75200
2023-01-19 07:00:00,76.99,78.21,75.25,75.25,201700
2023-01-27 07:00:00,75.29,79.02,75.29,78.25,133600
2023-01-30 07:00:00,78.25,78.25,76.79,76.99,177800
2023-01-31 07:00:00,75.78,77.32,75.57,76.59,55500
2023-02-01 07:00:00,76.59,77.19,75.61,75.78,170700
2023-02-02 07:00:00,76.99,77.6,75.41,75.98,88700
2023-02-03 07:00:00,75.29,78.13,75.29,78.13,105300
2023-02-06 07:00:00,77.19,79.18,77.03,79.18,78800
2023-02-07 07:00:00,77.8,79.83,77.48,77.48,28900
2023-02-08 07:00:00,76.59,80.44,76.59,79.91,109700
2023-02-09 07:00:00,79.95,80.64,77.8,78.53,49900
2023-02-10 07:00:00,79.42,79.42,76.67,76.75,70900
2023-02-13 07:00:00,76.59,77.76,75.53,77.76,87900
2023-02-14 07:00:00,78.17,78.17,75.82,76.18,51400
2023-02-15 07:00:00,76.22,77.6,76.18,76.59,77000
2023-02-16 07:00:00,76.22,77.19,76.18,76.87,27700
2023-02-17 07:00:00,76.87,76.99,75.61,75.82,45300
2023-02-20 07:00:00,77.4,78.17,76.38,77.07,69800
2023-02-21 07:00:00,76.02,77.32,76.02,77.19,84500
2023-02-22 07:00:00,77.4,77.4,75.78,75.78,82100
2023-02-23 07:00:00,76.59,76.63,74.97,75.82,77700
2023-02-24 07:00:00,75.82,76.83,74.97,76.59,98800
2023-02-27 07:00:00,76.99,76.99,75.01,75.09,57600
2023-02-28 07:00:00,76.99,77.11,75.17,76.18,96900
2023-03-01 07:00:00,75.37,78.0,75.21,78.0,41400
2023-03-02 07:00:00,76.82,77.39,76.21,76.62,38300
2023-03-03 07:00:00,77.11,77.11,75.44,76.17,92400
2023-03-06 07:00:00,78.17,78.17,75.36,75.36,76300
2023-03-07 07:00:00,75.76,76.99,75.44,76.13,122700
2023-03-08 07:00:00,75.11,75.97,75.11,75.97,97300
2023-03-09 07:00:00,75.97,76.21,75.93,75.97,216700
2023-03-10 07:00:00,75.24,76.21,75.24,75.6,266700
2023-03-13 07:00:00,76.09,76.17,75.76,76.17,353500
2023-03-14 07:00:00,76.46,77.39,76.17,77.39,261300
2023-03-15 07:00:00,77.64,78.0,77.03,77.19,233800
2023-03-16 07:00:00,77.35,79.84,76.17,77.8,308100
2023-03-17 07:00:00,77.8,78.21,77.07,78.21,406900
2023-03-20 07:00:00,77.43,78.29,75.81,76.99,42400
2023-03-21 07:00:00,76.99,77.39,75.72,75.76,141600
2023-03-22 07:00:00,75.56,76.95,74.75,76.38,181600
2023-03-23 07:00:00,76.38,76.66,75.03,76.58,86500
2023-03-24 07:00:00,75.36,76.66,75.36,76.5,130600
2023-03-27 07:00:00,75.81,76.58,75.6,75.76,58400
2023-03-28 07:00:00,75.76,75.97,75.44,75.76,59800
2023-03-29 07:00:00,76.09,76.09,74.99,75.52,59900
2023-03-30 07:00:00,75.89,75.89,75.11,75.36,70100
2023-03-31 07:00:00,75.36,75.68,74.75,75.24,66400
2023-04-03 07:00:00,74.95,75.15,73.73,73.73,93900
2023-04-04 07:00:00,73.81,73.97,72.42,72.51,165000
2023-04-05 07:00:00,72.55,72.55,71.49,71.9,167100
2023-04-06 07:00:00,72.71,72.71,71.9,72.06,147300
2023-04-07 07:00:00,72.1,72.46,71.73,72.1,65400
2023-04-10 07:00:00,72.34,72.34,71.69,71.94,193700
2023-04-11 07:00:00,71.61,71.77,71.28,71.28,131400
2023-04-12 07:00:00,70.96,70.96,69.53,69.65,336000
2023-04-13 07:00:00,69.86,70.35,68.64,69.04,186600
2023-04-14 07:00:00,69.04,69.25,68.03,68.03,276600
2023-04-17 07:00:00,67.86,68.03,66.8,66.8,232600
2023-04-18 07:00:00,67.09,68.43,67.05,67.54,179500
2023-04-19 07:00:00,68.31,69.65,67.7,69.41,329100
2023-04-20 07:00:00,69.94,70.63,69.45,69.45,246200
2023-04-21 07:00:00,70.26,70.31,69.45,69.45,169900
2023-04-24 07:00:00,69.45,69.74,69.45,69.69,126500
2023-04-25 07:00:00,69.69,69.74,68.84,69.65,197600
2023-04-26 07:00:00,69.65,69.86,69.57,69.65,177500
2023-04-27 07:00:00,69.65,70.88,69.04,70.88,154600
2023-04-28 07:00:00,71.0,71.2,70.06,70.06,75300
2023-05-04 07:00:00,70.06,70.06,67.66,67.86,108000
2023-05-05 07:00:00,67.94,68.23,67.33,67.41,110200
2023-05-08 07:00:00,67.62,67.94,67.54,67.82,67900
2023-05-09 07:00:00,68.03,68.03,67.21,67.25,79400
2023-05-10 07:00:00,67.25,67.54,67.25,67.29,101300
2023-05-11 07:00:00,67.33,68.84,66.8,67.01,164300
2023-05-12 07:00:00,67.37,67.5,66.36,66.76,149700
2023-05-15 07:00:00,67.09,67.46,66.8,66.84,119000
2023-05-16 07:00:00,67.21,67.21,66.31,66.4,73400
2023-05-17 07:00:00,66.4,66.4,66.03,66.19,103000
2023-05-18 07:00:00,66.19,66.4,65.82,66.11,179900
2023-05-19 07:00:00,66.11,66.11,65.21,65.46,75700
2023-05-22 07:00:00,65.46,65.91,65.26,65.46,66500
2023-05-23 07:00:00,65.78,65.91,64.44,64.77,144600
2023-05-24 07:00:00,65.01,65.13,64.56,64.56,116500
2023-05-25 07:00:00,64.56,64.68,63.54,64.36,97500
2023-05-26 07:00:00,64.36,64.36,63.14,63.34,70600
2023-05-29 07:00:00,63.38,64.11,63.22,63.26,90900
2023-05-30 07:00:00,63.3,63.67,63.26,63.54,145600
2023-05-31 07:00:00,63.54,64.56,63.54,64.36,157900
2023-06-01 07:00:00,63.71,64.77,63.71,64.44,126100
2023-06-02 07:00:00,64.97,64.97,64.2,64.36,138700
2023-06-05 07:00:00,65.17,65.3,64.81,64.93,113300
2023-06-06 07:00:00,65.13,65.21,64.89,65.17,126800
2023-06-07 07:00:00,65.21,65.3,65.01,65.09,205100
2023-06-08 07:00:00,65.26,65.26,64.97,65.09,158200
2023-06-09 07:00:00,65.59,65.59,64.97,64.97,27400
2023-06-12 07:00:00,65.01,66.7,65.01,66.61,109100
2023-06-13 07:00:00,66.66,66.7,66.04,66.53,84600
2023-06-14 07:00:00,66.53,67.23,66.04,66.61,203200
2023-06-15 07:00:00,66.94,66.94,65.38,65.38,108600
2023-06-16 07:00:00,66.2,66.2,63.74,63.74,234900
2023-06-19 07:00:00,64.56,64.56,64.1,64.47,129400
2023-06-20 07:00:00,64.47,64.47,63.82,63.86,97800
